6,1,0,0
7,2,0,0
8,3,0,0
9,4,0,0
10,5,0,0
11,6,0,0
12,6,0,0
37,1,0,0
38,2,0,0
39,3,0,0
40,4,0,0
41,5,0,0
42,6,0,0
43,6,0,0
68,1,0,0
69,2,0,0
70,3,0,0
71,4,0,0
72,5,0,0
73,6,0,0
74,6,0,0
99,1,0,0
100,2,0,0
101,3,0,0
102,4,0,0
103,5,0,0
104,6,0,0
105,6,0,0
130,1,0,0
131,2,0,0
132,3,0,0
133,4,0,0
134,5,0,0
135,6,0,0
136,6,0,0
161,1,0,0
162,2,0,0
163,3,0,0
164,4,0,0
165,5,0,0
166,6,0,0
167,6,0,0
192,1,0,0
193,2,0,0
194,3,0,0
195,4,0,0
196,5,0,0
197,6,0,0
198,6,0,0
223,1,0,0
224,2,0,0
225,3,0,0
226,4,0,0
227,5,0,0
228,6,0,0
229,6,0,0
254,1,0,0
255,2,0,0
256,3,0,0
257,4,0,0
258,5,0,0
259,6,0,0
260,6,0,0
285,1,0,0
286,2,0,0
287,3,0,0
288,4,0,0
289,5,0,0
290,6,0,0
291,6,0,0
316,1,0,0
317,2,0,0
318,3,0,0
319,4,0,0
320,5,0,0
321,6,0,0
322,6,0,0
347,1,0,0
348,2,0,0
349,3,0,0
350,4,0,0
351,5,0,0
352,6,0,0
353,6,0,0
378,1,0,0
379,2,0,0
380,3,0,0
381,4,0,0
382,5,0,0
383,6,0,0
384,6,0,0
409,1,0,0
410,2,0,0
411,3,0,0
412,4,0,0
413,5,0,0
414,6,0,0
415,6,0,0
440,1,0,0
441,2,0,0
442,3,0,0
443,4,0,0
444,5,0,0
445,6,0,0
446,6,0,0
471,1,0,0
472,2,0,0
473,3,0,0
474,4,0,0
475,5,0,0
476,6,0,0
477,6,0,0
502,1,0,0
503,2,0,0
504,3,0,0
505,4,0,0
506,5,0,0
507,6,0,0
508,6,0,0
533,1,0,0
534,2,0,0
535,3,0,0
536,4,0,0
537,5,0,0
538,6,0,0
539,6,0,0
564,1,0,0
565,2,0,0
566,3,0,0
567,4,0,0
568,5,0,0
569,6,0,0
570,6,0,0
595,1,0,0
596,2,0,0
597,3,0,0
598,4,0,0
599,5,0,0
600,6,0,0
601,6,0,0
626,1,0,0
627,2,0,0
628,3,0,0
629,4,0,0
630,5,0,0
631,6,0,0
632,6,0,0
657,1,0,0
658,2,0,0
659,3,0,0
660,4,0,0
661,5,0,0
662,6,0,0
663,6,0,0
688,1,0,0
689,2,0,0
690,3,0,0
691,4,0,0
692,5,0,0
693,6,0,0
694,6,0,0
719,1,0,0
720,2,0,0
721,3,0,0
722,4,0,0
723,5,0,0
724,6,0,0
725,6,0,0
750,1,0,0
751,2,0,0
752,3,0,0
753,4,0,0
754,5,0,0
755,6,0,0
756,6,0,0
781,1,0,0
782,2,0,0
783,3,0,0
784,4,0,0
785,5,0,0
786,6,0,0
787,6,0,0
812,1,0,0
813,2,0,0
814,3,0,0
815,4,0,0
816,5,0,0
817,6,0,0
818,6,0,0
843,1,0,0
844,2,0,0
845,3,0,0
846,4,0,0
847,5,0,0
848,6,0,0
849,6,0,0
874,1,0,0
875,2,0,0
876,3,0,0
877,4,0,0
878,5,0,0
879,6,0,0
880,6,0,0
905,1,0,0
906,2,0,0
907,3,0,0
908,4,0,0
909,5,0,0
910,6,0,0
911,6,0,0
936,1,0,0
937,2,0,0
938,3,0,0
939,4,0,0
940,5,0,0
941,6,0,0
942,6,0,0
967,1,0,0
968,2,0,0
969,3,0,0
970,4,0,0
971,5,0,0
972,6,0,0
973,6,0,0
998,1,0,0
999,2,0,0
1000,3,0,0
1001,4,0,0
1002,5,0,0
1003,6,0,0
1004,6,0,0
1029,1,0,0
1030,2,0,0
1031,3,0,0
1032,4,0,0
1033,5,0,0
1034,6,0,0
1035,6,0,0
1060,1,0,0
1061,2,0,0
1062,3,0,0
1063,4,0,0
1064,5,0,0
1065,6,0,0
1066,6,0,0
1091,1,0,0
1092,2,0,0
1093,3,0,0
1094,4,0,0
1095,5,0,0
1096,6,0,0
1097,6,0,0
1122,1,0,0
1123,2,0,0
1124,3,0,0
1125,4,0,0
1126,5,0,0
1127,6,0,0
1128,6,0,0
1153,1,0,0
1154,2,0,0
1155,3,0,0
1156,4,0,0
1157,5,0,0
1158,6,0,0
1159,6,0,0
1184,1,0,0
1185,2,0,0
1186,3,0,0
