time,name,trash,,,,
5287,Blue_collar_14,100,100,,,
5287,Housewife_11,100,100,,,
5287,Student_1,None,0,,,
5287,Student_9,None,0,,,
5287 ЦђБе,,,85.71428571,,,
5288,Housewife_2,100,100,,,
5288,Housewife_8,100,100,,,
5288,Housewife_3,100,100,,,
5288,Housewife_6,100,100,,,
5288,Blue_collar_4,100,100,,,
5288,Blue_collar_5,100,100,,,
5288,Blue_collar_7,100,100,,,
5288,Blue_collar_10,100,100,,,
5288,Blue_collar_12,100,100,,,
5288,Blue_collar_13,100,100,,,
5288,Blue_collar_14,100,100,,,
5288,Housewife_11,100,100,,,
5288,Student_1,None,0,,,
5288,Student_9,None,0,,,
5288 ЦђБе,,,85.71428571,,,
5289,Housewife_2,100,100,,,
5289,Housewife_8,100,100,,,
5289,Housewife_3,100,100,,,
5289,Housewife_6,100,100,,,
5289,Blue_collar_4,100,100,,,
5289,Blue_collar_5,100,100,,,
5289,Blue_collar_7,100,100,,,
5289,Blue_collar_10,100,100,,,
5289,Blue_collar_12,100,100,,,
5289,Blue_collar_13,100,100,,,
5289,Blue_collar_14,100,100,,,
5289,Housewife_11,100,100,,,
5289,Student_1,None,0,,,
5289,Student_9,None,0,,,
5289 ЦђБе,,,85.71428571,,,
5290,Housewife_2,100,100,,,
5290,Housewife_8,100,100,,,
5290,Housewife_3,100,100,,,
5290,Housewife_6,100,100,,,
5290,Blue_collar_4,100,100,,,
5290,Blue_collar_5,100,100,,,
5290,Blue_collar_7,100,100,,,
5290,Blue_collar_10,100,100,,,
5290,Blue_collar_12,100,100,,,
5290,Blue_collar_13,100,100,,,
5290,Blue_collar_14,100,100,,,
5290,Housewife_11,100,100,,,
5290,Student_1,None,0,,,
5290,Student_9,None,0,,,
5290 ЦђБе,,,85.71428571,,,
5291,Housewife_2,100,100,,,
5291,Housewife_8,100,100,,,
5291,Housewife_3,100,100,,,
5291,Housewife_6,100,100,,,
5291,Blue_collar_4,100,100,,,
5291,Blue_collar_5,100,100,,,
5291,Blue_collar_7,100,100,,,
5291,Blue_collar_10,100,100,,,
5291,Blue_collar_12,100,100,,,
5291,Blue_collar_13,100,100,,,
5291,Blue_collar_14,100,100,,,
5291,Housewife_11,100,100,,,
5291,Student_1,None,0,,,
5291,Student_9,None,0,,,
5291 ЦђБе,,,85.71428571,,,
5292,Housewife_2,100,100,,,
5292,Housewife_8,100,100,,,
5292,Housewife_3,100,100,,,
5292,Housewife_6,100,100,,,
5292,Blue_collar_4,100,100,,,
5292,Blue_collar_5,100,100,,,
5292,Blue_collar_7,100,100,,,
5292,Blue_collar_10,100,100,,,
5292,Blue_collar_12,100,100,,,
5292,Blue_collar_13,100,100,,,
5292,Blue_collar_14,100,100,,,
5292,Housewife_11,100,100,,,
5292,Student_1,None,0,,,
5292,Student_9,None,0,,,
5292 ЦђБе,,,85.71428571,,,
5293,Housewife_2,100,100,,,
5293,Housewife_8,100,100,,,
5293,Housewife_3,100,100,,,
5293,Housewife_6,100,100,,,
5293,Blue_collar_4,100,100,,,
5293,Blue_collar_5,100,100,,,
5293,Blue_collar_7,100,100,,,
5293,Blue_collar_10,100,100,,,
5293,Blue_collar_12,100,100,,,
5293,Blue_collar_13,100,100,,,
5293,Blue_collar_14,100,100,,,
5293,Housewife_11,100,100,,,
5293,Student_1,None,0,,,
5293,Student_9,None,0,,,
5293 ЦђБе,,,85.71428571,,,
5294,Housewife_2,100,100,,,
5294,Housewife_8,100,100,,,
5294,Housewife_3,100,100,,,
5294,Housewife_6,100,100,,,
5294,Blue_collar_4,100,100,,,
5294,Blue_collar_5,100,100,,,
5294,Blue_collar_7,100,100,,,
5294,Blue_collar_10,100,100,,,
5294,Blue_collar_12,100,100,,,
5294,Blue_collar_13,100,100,,,
5294,Blue_collar_14,100,100,,,
5294,Housewife_11,100,100,,,
5294,Student_1,None,0,,,
5294,Student_9,None,0,,,
5294 ЦђБе,,,85.71428571,,,
5295,Housewife_2,100,100,,,
5295,Housewife_8,100,100,,,
5295,Housewife_3,100,100,,,
5295,Housewife_6,100,100,,,
5295,Blue_collar_4,100,100,,,
5295,Blue_collar_5,100,100,,,
5295,Blue_collar_7,100,100,,,
5295,Blue_collar_10,100,100,,,
5295,Blue_collar_12,100,100,,,
5295,Blue_collar_13,100,100,,,
5295,Blue_collar_14,100,100,,,
5295,Housewife_11,100,100,,,
5295,Student_1,None,0,,,
5295,Student_9,None,0,,,
5295 ЦђБе,,,85.71428571,,,
5296,Housewife_2,100,100,,,
5296,Housewife_8,100,100,,,
5296,Housewife_3,100,100,,,
5296,Housewife_6,100,100,,,
5296,Blue_collar_4,100,100,,,
5296,Blue_collar_5,100,100,,,
5296,Blue_collar_7,100,100,,,
5296,Blue_collar_10,100,100,,,
5296,Blue_collar_12,100,100,,,
5296,Blue_collar_13,100,100,,,
5296,Blue_collar_14,100,100,,,
5296,Housewife_11,100,100,,,
5296,Student_1,None,0,,,
5296,Student_9,None,0,,,
5296 ЦђБе,,,85.71428571,,,
5297,Housewife_2,100,100,,,
5297,Housewife_8,100,100,,,
5297,Housewife_3,100,100,,,
5297,Housewife_6,100,100,,,
5297,Blue_collar_4,100,100,,,
5297,Blue_collar_5,100,100,,,
5297,Blue_collar_7,100,100,,,
5297,Blue_collar_10,100,100,,,
5297,Blue_collar_12,100,100,,,
5297,Blue_collar_13,100,100,,,
5297,Blue_collar_14,100,100,,,
5297,Housewife_11,100,100,,,
5297,Student_1,None,0,,,
5297,Student_9,None,0,,,
5297 ЦђБе,,,85.71428571,,,
5298,Housewife_2,100,100,,,
5298,Housewife_8,100,100,,,
5298,Housewife_3,100,100,,,
5298,Housewife_6,100,100,,,
5298,Blue_collar_4,100,100,,,
5298,Blue_collar_5,100,100,,,
5298,Blue_collar_7,100,100,,,
5298,Blue_collar_10,100,100,,,
5298,Blue_collar_12,100,100,,,
5298,Blue_collar_13,100,100,,,
5298,Blue_collar_14,100,100,,,
5298,Housewife_11,100,100,,,
5298,Student_1,None,0,,,
5298,Student_9,None,0,,,
5298 ЦђБе,,,85.71428571,,,
5299,Housewife_2,100,100,,,
5299,Housewife_8,100,100,,,
5299,Housewife_3,100,100,,,
5299,Housewife_6,100,100,,,
5299,Blue_collar_4,100,100,,,
5299,Blue_collar_5,100,100,,,
5299,Blue_collar_7,100,100,,,
5299,Blue_collar_10,100,100,,,
5299,Blue_collar_12,100,100,,,
5299,Blue_collar_13,100,100,,,
5299,Blue_collar_14,100,100,,,
5299,Housewife_11,100,100,,,
5299,Student_1,None,0,,,
5299,Student_9,None,0,,,
5299 ЦђБе,,,85.71428571,,,
5300,Housewife_2,100,100,,,
5300,Housewife_8,100,100,,,
5300,Housewife_3,100,100,,,
5300,Housewife_6,100,100,,,
5300,Blue_collar_4,100,100,,,
5300,Blue_collar_5,100,100,,,
5300,Blue_collar_7,100,100,,,
5300,Blue_collar_10,100,100,,,
5300,Blue_collar_12,100,100,,,
5300,Blue_collar_13,100,100,,,
5300,Blue_collar_14,100,100,,,
5300,Housewife_11,100,100,,,
5300,Student_1,None,0,,,
5300,Student_9,None,0,,,
5300 ЦђБе,,,85.71428571,,,
5301,Housewife_2,100,100,,,
5301,Housewife_8,100,100,,,
5301,Housewife_3,100,100,,,
5301,Housewife_6,100,100,,,
5301,Blue_collar_4,100,100,,,
5301,Blue_collar_5,100,100,,,
5301,Blue_collar_7,100,100,,,
5301,Blue_collar_10,100,100,,,
5301,Blue_collar_12,100,100,,,
5301,Blue_collar_13,100,100,,,
5301,Blue_collar_14,100,100,,,
5301,Housewife_11,100,100,,,
5301,Student_1,None,0,,,
5301,Student_9,None,0,,,
5301 ЦђБе,,,85.71428571,,,
5302,Housewife_2,100,100,,,
5302,Housewife_8,100,100,,,
5302,Housewife_3,100,100,,,
5302,Housewife_6,100,100,,,
5302,Blue_collar_4,100,100,,,
5302,Blue_collar_5,100,100,,,
5302,Blue_collar_7,100,100,,,
5302,Blue_collar_10,100,100,,,
5302,Blue_collar_12,100,100,,,
5302,Blue_collar_13,100,100,,,
5302,Blue_collar_14,100,100,,,
5302,Housewife_11,100,100,,,
5302,Student_1,None,0,,,
5302,Student_9,None,0,,,
5302 ЦђБе,,,85.71428571,,,
5303,Housewife_2,100,100,,,
5303,Housewife_8,100,100,,,
5303,Housewife_3,100,100,,,
5303,Housewife_6,100,100,,,
5303,Blue_collar_4,100,100,,,
5303,Blue_collar_5,100,100,,,
5303,Blue_collar_7,100,100,,,
5303,Blue_collar_10,100,100,,,
5303,Blue_collar_12,100,100,,,
5303,Blue_collar_13,100,100,,,
5303,Blue_collar_14,100,100,,,
5303,Housewife_11,100,100,,,
5303,Student_1,None,0,,,
5303,Student_9,None,0,,,
5303 ЦђБе,,,85.71428571,,,
5304,Housewife_2,100,100,,,
5304,Housewife_8,100,100,,,
5304,Housewife_3,100,100,,,
5304,Housewife_6,100,100,,,
5304,Blue_collar_4,100,100,,,
5304,Blue_collar_5,100,100,,,
5304,Blue_collar_7,100,100,,,
5304,Blue_collar_10,100,100,,,
5304,Blue_collar_12,100,100,,,
5304,Blue_collar_13,100,100,,,
5304,Blue_collar_14,100,100,,,
5304,Housewife_11,100,100,,,
5304,Student_1,None,0,,,
5304,Student_9,None,0,,,
5304 ЦђБе,,,85.71428571,,,
5305,Housewife_2,100,100,,,
5305,Housewife_8,100,100,,,
5305,Housewife_3,100,100,,,
5305,Housewife_6,100,100,,,
5305,Blue_collar_4,100,100,,,
5305,Blue_collar_5,100,100,,,
5305,Blue_collar_7,100,100,,,
5305,Blue_collar_10,100,100,,,
5305,Blue_collar_12,100,100,,,
5305,Blue_collar_13,100,100,,,
5305,Blue_collar_14,100,100,,,
5305,Housewife_11,100,100,,,
5305,Student_1,None,0,,,
5305,Student_9,None,0,,,
5305 ЦђБе,,,85.71428571,,,
5306,Housewife_2,100,100,,,
5306,Housewife_8,100,100,,,
5306,Housewife_3,100,100,,,
5306,Housewife_6,100,100,,,
5306,Blue_collar_4,100,100,,,
5306,Blue_collar_5,100,100,,,
5306,Blue_collar_7,100,100,,,
5306,Blue_collar_10,100,100,,,
5306,Blue_collar_12,100,100,,,
5306,Blue_collar_13,100,100,,,
5306,Blue_collar_14,100,100,,,
5306,Housewife_11,100,100,,,
5306,Student_1,None,0,,,
5306,Student_9,None,0,,,
5306 ЦђБе,,,85.71428571,,,
5307,Housewife_2,100,100,,,
5307,Housewife_8,100,100,,,
5307,Housewife_3,100,100,,,
5307,Housewife_6,100,100,,,
5307,Blue_collar_4,100,100,,,
5307,Blue_collar_5,100,100,,,
5307,Blue_collar_7,100,100,,,
5307,Blue_collar_10,100,100,,,
5307,Blue_collar_12,100,100,,,
5307,Blue_collar_13,100,100,,,
5307,Blue_collar_14,100,100,,,
5307,Housewife_11,100,100,,,
5307,Student_1,None,0,,,
5307,Student_9,None,0,,,
5307 ЦђБе,,,85.71428571,,,
5308,Housewife_2,100,100,,,
5308,Housewife_8,100,100,,,
5308,Housewife_3,100,100,,,
5308,Housewife_6,100,100,,,
5308,Blue_collar_4,100,100,,,
5308,Blue_collar_5,100,100,,,
5308,Blue_collar_7,100,100,,,
5308,Blue_collar_10,100,100,,,
5308,Blue_collar_12,100,100,,,
5308,Blue_collar_13,100,100,,,
5308,Blue_collar_14,100,100,,,
5308,Housewife_11,100,100,,,
5308,Student_1,None,0,,,
5308,Student_9,None,0,,,
5308 ЦђБе,,,85.71428571,,,
5309,Housewife_2,100,100,,,
5309,Housewife_8,100,100,,,
5309,Housewife_3,100,100,,,
5309,Housewife_6,100,100,,,
5309,Blue_collar_4,100,100,,,
5309,Blue_collar_5,100,100,,,
5309,Blue_collar_7,100,100,,,
5309,Blue_collar_10,100,100,,,
5309,Blue_collar_12,100,100,,,
5309,Blue_collar_13,100,100,,,
5309,Blue_collar_14,100,100,,,
5309,Housewife_11,100,100,,,
5309,Student_1,None,0,,,
5309,Student_9,None,0,,,
5309 ЦђБе,,,85.71428571,,,
5310,Housewife_2,100,100,,,
5310,Housewife_8,100,100,,,
5310,Housewife_3,100,100,,,
5310,Housewife_6,100,100,,,
5310,Blue_collar_4,100,100,,,
5310,Blue_collar_5,100,100,,,
5310,Blue_collar_7,100,100,,,
5310,Blue_collar_10,100,100,,,
5310,Blue_collar_12,100,100,,,
5310,Blue_collar_13,100,100,,,
5310,Blue_collar_14,100,100,,,
5310,Housewife_11,100,100,,,
5310,Student_1,None,0,,,
5310,Student_9,None,0,,,
5310 ЦђБе,,,85.71428571,,,
5311,Housewife_2,100,100,,,
5311,Housewife_8,100,100,,,
5311,Housewife_3,100,100,,,
5311,Housewife_6,100,100,,,
5311,Blue_collar_4,100,100,,,
5311,Blue_collar_5,100,100,,,
5311,Blue_collar_7,100,100,,,
5311,Blue_collar_10,100,100,,,
5311,Blue_collar_12,100,100,,,
5311,Blue_collar_13,100,100,,,
5311,Blue_collar_14,100,100,,,
5311,Housewife_11,100,100,,,
5311,Student_1,None,0,,,
5311,Student_9,None,0,,,
5311 ЦђБе,,,85.71428571,,,
5312,Housewife_2,100,100,,,
5312,Housewife_8,100,100,,,
5312,Housewife_3,100,100,,,
5312,Housewife_6,100,100,,,
5312,Blue_collar_4,100,100,,,
5312,Blue_collar_5,100,100,,,
5312,Blue_collar_7,100,100,,,
5312,Blue_collar_10,100,100,,,
5312,Blue_collar_12,100,100,,,
5312,Blue_collar_13,100,100,,,
5312,Blue_collar_14,100,100,,,
5312,Housewife_11,100,100,,,
5312,Student_1,None,0,,,
5312,Student_9,None,0,,,
5312 ЦђБе,,,85.71428571,,,
5313,Housewife_2,100,100,,,
5313,Housewife_8,100,100,,,
5313,Housewife_3,100,100,,,
5313,Housewife_6,100,100,,,
5313,Blue_collar_4,100,100,,,
5313,Blue_collar_5,100,100,,,
5313,Blue_collar_7,100,100,,,
5313,Blue_collar_10,100,100,,,
5313,Blue_collar_12,100,100,,,
5313,Blue_collar_13,100,100,,,
5313,Blue_collar_14,100,100,,,
5313,Housewife_11,100,100,,,
5313,Student_1,None,0,,,
5313,Student_9,None,0,,,
5313 ЦђБе,,,85.71428571,,,
5314,Housewife_2,100,100,,,
5314,Housewife_8,100,100,,,
5314,Housewife_3,100,100,,,
5314,Housewife_6,100,100,,,
5314,Blue_collar_4,100,100,,,
5314,Blue_collar_5,100,100,,,
5314,Blue_collar_7,100,100,,,
5314,Blue_collar_10,100,100,,,
5314,Blue_collar_12,100,100,,,
5314,Blue_collar_13,100,100,,,
5314,Blue_collar_14,100,100,,,
5314,Housewife_11,100,100,,,
5314,Student_1,None,0,,,
5314,Student_9,None,0,,,
5314 ЦђБе,,,85.71428571,,,
5315,Housewife_2,100,100,,,
5315,Housewife_8,100,100,,,
5315,Housewife_3,100,100,,,
5315,Housewife_6,100,100,,,
5315,Blue_collar_4,100,100,,,
5315,Blue_collar_5,100,100,,,
5315,Blue_collar_7,100,100,,,
5315,Blue_collar_10,100,100,,,
5315,Blue_collar_12,100,100,,,
5315,Blue_collar_13,100,100,,,
5315,Blue_collar_14,100,100,,,
5315,Housewife_11,100,100,,,
5315,Student_1,None,0,,,
5315,Student_9,None,0,,,
5315 ЦђБе,,,85.71428571,,,
5316,Housewife_2,100,100,,,
5316,Housewife_8,100,100,,,
5316,Housewife_3,100,100,,,
5316,Housewife_6,100,100,,,
5316,Blue_collar_4,100,100,,,
5316,Blue_collar_5,100,100,,,
5316,Blue_collar_7,100,100,,,
5316,Blue_collar_10,100,100,,,
5316,Blue_collar_12,100,100,,,
5316,Blue_collar_13,100,100,,,
5316,Blue_collar_14,100,100,,,
5316,Housewife_11,100,100,,,
5316,Student_1,None,0,,,
5316,Student_9,None,0,,,
5316 ЦђБе,,,85.71428571,,,
5317,Housewife_2,100,100,,,
5317,Housewife_8,100,100,,,
5317,Housewife_3,100,100,,,
5317,Housewife_6,100,100,,,
5317,Blue_collar_4,100,100,,,
5317,Blue_collar_5,100,100,,,
5317,Blue_collar_7,100,100,,,
5317,Blue_collar_10,100,100,,,
5317,Blue_collar_12,100,100,,,
5317,Blue_collar_13,100,100,,,
5317,Blue_collar_14,100,100,,,
5317,Housewife_11,100,100,,,
5317,Student_1,None,0,,,
5317,Student_9,None,0,,,
5317 ЦђБе,,,85.71428571,,,
5318,Housewife_2,100,100,,,
5318,Housewife_8,100,100,,,
5318,Housewife_3,100,100,,,
5318,Housewife_6,100,100,,,
5318,Blue_collar_4,100,100,,,
5318,Blue_collar_5,100,100,,,
5318,Blue_collar_7,100,100,,,
5318,Blue_collar_10,100,100,,,
5318,Blue_collar_12,100,100,,,
5318,Blue_collar_13,100,100,,,
5318,Blue_collar_14,100,100,,,
5318,Housewife_11,100,100,,,
5318,Student_1,None,0,,,
5318,Student_9,None,0,,,
5318 ЦђБе,,,85.71428571,,,
5319,Housewife_2,100,100,,,
5319,Housewife_8,100,100,,,
5319,Housewife_3,100,100,,,
5319,Housewife_6,100,100,,,
5319,Blue_collar_4,100,100,,,
5319,Blue_collar_5,100,100,,,
5319,Blue_collar_7,100,100,,,
5319,Blue_collar_10,100,100,,,
5319,Blue_collar_12,100,100,,,
5319,Blue_collar_13,100,100,,,
5319,Blue_collar_14,100,100,,,
5319,Housewife_11,100,100,,,
5319,Student_1,None,0,,,
5319,Student_9,None,0,,,
5319 ЦђБе,,,85.71428571,,,
5320,Housewife_2,100,100,,,
5320,Housewife_8,100,100,,,
5320,Housewife_3,100,100,,,
5320,Housewife_6,100,100,,,
5320,Blue_collar_4,100,100,,,
5320,Blue_collar_5,100,100,,,
5320,Blue_collar_7,100,100,,,
5320,Blue_collar_10,100,100,,,
5320,Blue_collar_12,100,100,,,
5320,Blue_collar_13,100,100,,,
5320,Blue_collar_14,100,100,,,
5320,Housewife_11,100,100,,,
5320,Student_1,None,0,,,
5320,Student_9,None,0,,,
5320 ЦђБе,,,85.71428571,,,
5321,Housewife_2,100,100,,,
5321,Housewife_8,100,100,,,
5321,Housewife_3,100,100,,,
5321,Housewife_6,100,100,,,
5321,Blue_collar_4,100,100,,,
5321,Blue_collar_5,100,100,,,
5321,Blue_collar_7,100,100,,,
5321,Blue_collar_10,100,100,,,
5321,Blue_collar_12,100,100,,,
5321,Blue_collar_13,100,100,,,
5321,Blue_collar_14,100,100,,,
5321,Housewife_11,100,100,,,
5321,Student_1,None,0,,,
5321,Student_9,None,0,,,
5321 ЦђБе,,,85.71428571,,,
5322,Housewife_2,100,100,,,
5322,Housewife_8,100,100,,,
5322,Housewife_3,100,100,,,
5322,Housewife_6,100,100,,,
5322,Blue_collar_4,100,100,,,
5322,Blue_collar_5,100,100,,,
5322,Blue_collar_7,100,100,,,
5322,Blue_collar_10,100,100,,,
5322,Blue_collar_12,100,100,,,
5322,Blue_collar_13,100,100,,,
5322,Blue_collar_14,100,100,,,
5322,Housewife_11,100,100,,,
5322,Student_1,None,0,,,
5322,Student_9,None,0,,,
5322 ЦђБе,,,85.71428571,,,
5323,Housewife_2,100,100,,,
5323,Housewife_8,100,100,,,
5323,Housewife_3,100,100,,,
5323,Housewife_6,100,100,,,
5323,Blue_collar_4,100,100,,,
5323,Blue_collar_5,100,100,,,
5323,Blue_collar_7,100,100,,,
5323,Blue_collar_10,100,100,,,
5323,Blue_collar_12,100,100,,,
5323,Blue_collar_13,100,100,,,
5323,Blue_collar_14,100,100,,,
5323,Housewife_11,100,100,,,
5323,Student_1,None,0,,,
5323,Student_9,None,0,,,
5323 ЦђБе,,,85.71428571,,,
5324,Housewife_2,100,100,,,
5324,Housewife_8,100,100,,,
5324,Housewife_3,100,100,,,
5324,Housewife_6,100,100,,,
5324,Blue_collar_4,100,100,,,
5324,Blue_collar_5,100,100,,,
5324,Blue_collar_7,100,100,,,
5324,Blue_collar_10,100,100,,,
5324,Blue_collar_12,100,100,,,
5324,Blue_collar_13,100,100,,,
5324,Blue_collar_14,100,100,,,
5324,Housewife_11,100,100,,,
5324,Student_1,None,0,,,
5324,Student_9,None,0,,,
5324 ЦђБе,,,85.71428571,,,
5325,Housewife_2,100,100,,,
5325,Housewife_8,100,100,,,
5325,Housewife_3,100,100,,,
5325,Housewife_6,100,100,,,
5325,Blue_collar_4,100,100,,,
5325,Blue_collar_5,100,100,,,
5325,Blue_collar_7,100,100,,,
5325,Blue_collar_10,100,100,,,
5325,Blue_collar_12,100,100,,,
5325,Blue_collar_13,100,100,,,
5325,Blue_collar_14,100,100,,,
5325,Housewife_11,100,100,,,
5325,Student_1,None,0,,,
5325,Student_9,None,0,,,
5325 ЦђБе,,,85.71428571,,,
5326,Housewife_2,100,100,,,
5326,Housewife_8,100,100,,,
5326,Housewife_3,100,100,,,
5326,Housewife_6,100,100,,,
5326,Blue_collar_4,100,100,,,
5326,Blue_collar_5,100,100,,,
5326,Blue_collar_7,100,100,,,
5326,Blue_collar_10,100,100,,,
5326,Blue_collar_12,100,100,,,
5326,Blue_collar_13,100,100,,,
5326,Blue_collar_14,100,100,,,
5326,Housewife_11,100,100,,,
5326,Student_1,None,0,,,
5326,Student_9,None,0,,,
5326 ЦђБе,,,85.71428571,,,
5327,Housewife_2,100,100,,,
5327,Housewife_8,100,100,,,
5327,Housewife_3,100,100,,,
5327,Housewife_6,100,100,,,
5327,Blue_collar_4,100,100,,,
5327,Blue_collar_5,100,100,,,
5327,Blue_collar_7,100,100,,,
5327,Blue_collar_10,100,100,,,
5327,Blue_collar_12,100,100,,,
5327,Blue_collar_13,100,100,,,
5327,Blue_collar_14,100,100,,,
5327,Housewife_11,100,100,,,
5327,Student_1,None,0,,,
5327,Student_9,None,0,,,
5327 ЦђБе,,,85.71428571,,,
5328,Housewife_2,100,100,,,
5328,Housewife_8,100,100,,,
5328,Housewife_3,100,100,,,
5328,Housewife_6,100,100,,,
5328,Blue_collar_4,100,100,,,
5328,Blue_collar_5,100,100,,,
5328,Blue_collar_7,100,100,,,
5328,Blue_collar_10,100,100,,,
5328,Blue_collar_12,100,100,,,
5328,Blue_collar_13,100,100,,,
5328,Blue_collar_14,100,100,,,
5328,Housewife_11,100,100,,,
5328,Student_1,None,0,,,
5328,Student_9,None,0,,,
5328 ЦђБе,,,85.71428571,,,
5329,Housewife_2,100,100,,,
5329,Housewife_8,100,100,,,
5329,Housewife_3,100,100,,,
5329,Housewife_6,100,100,,,
5329,Blue_collar_4,100,100,,,
5329,Blue_collar_5,100,100,,,
5329,Blue_collar_7,100,100,,,
5329,Blue_collar_10,100,100,,,
5329,Blue_collar_12,100,100,,,
5329,Blue_collar_13,100,100,,,
5329,Blue_collar_14,100,100,,,
5329,Housewife_11,100,100,,,
5329,Student_1,None,0,,,
5329,Student_9,None,0,,,
5329 ЦђБе,,,85.71428571,,,
5330,Housewife_2,100,100,,,
5330,Housewife_8,100,100,,,
5330,Housewife_3,100,100,,,
5330,Housewife_6,100,100,,,
5330,Blue_collar_4,100,100,,,
5330,Blue_collar_5,100,100,,,
5330,Blue_collar_7,100,100,,,
5330,Blue_collar_10,100,100,,,
5330,Blue_collar_12,100,100,,,
5330,Blue_collar_13,100,100,,,
5330,Blue_collar_14,100,100,,,
5330,Housewife_11,100,100,,,
5330,Student_1,None,0,,,
5330,Student_9,None,0,,,
5330 ЦђБе,,,85.71428571,,,
5331,Housewife_2,100,100,,,
5331,Housewife_8,100,100,,,
5331,Housewife_3,100,100,,,
5331,Housewife_6,100,100,,,
5331,Blue_collar_4,100,100,,,
5331,Blue_collar_5,100,100,,,
5331,Blue_collar_7,100,100,,,
5331,Blue_collar_10,100,100,,,
5331,Blue_collar_12,100,100,,,
5331,Blue_collar_13,100,100,,,
5331,Blue_collar_14,100,100,,,
5331,Housewife_11,100,100,,,
5331,Student_1,None,0,,,
5331,Student_9,None,0,,,
5331 ЦђБе,,,85.71428571,,,
5332,Housewife_2,100,100,,,
5332,Housewife_8,100,100,,,
5332,Housewife_3,100,100,,,
5332,Housewife_6,100,100,,,
5332,Blue_collar_4,100,100,,,
5332,Blue_collar_5,100,100,,,
5332,Blue_collar_7,100,100,,,
5332,Blue_collar_10,100,100,,,
5332,Blue_collar_12,100,100,,,
5332,Blue_collar_13,100,100,,,
5332,Blue_collar_14,100,100,,,
5332,Housewife_11,100,100,,,
5332,Student_1,None,0,,,
5332,Student_9,None,0,,,
5332 ЦђБе,,,85.71428571,,,
5333,Housewife_2,100,100,,,
5333,Housewife_8,100,100,,,
5333,Housewife_3,100,100,,,
5333,Housewife_6,100,100,,,
5333,Blue_collar_4,100,100,,,
5333,Blue_collar_5,100,100,,,
5333,Blue_collar_7,100,100,,,
5333,Blue_collar_10,100,100,,,
5333,Blue_collar_12,100,100,,,
5333,Blue_collar_13,100,100,,,
5333,Blue_collar_14,100,100,,,
5333,Housewife_11,100,100,,,
5333,Student_1,None,0,,,
5333,Student_9,None,0,,,
5333 ЦђБе,,,85.71428571,,,
5334,Housewife_2,100,100,,,
5334,Housewife_8,100,100,,,
5334,Housewife_3,100,100,,,
5334,Housewife_6,100,100,,,
5334,Blue_collar_4,100,100,,,
5334,Blue_collar_5,100,100,,,
5334,Blue_collar_7,100,100,,,
5334,Blue_collar_10,100,100,,,
5334,Blue_collar_12,100,100,,,
5334,Blue_collar_13,100,100,,,
5334,Blue_collar_14,100,100,,,
5334,Housewife_11,100,100,,,
5334,Student_1,None,0,,,
5334,Student_9,None,0,,,
5334 ЦђБе,,,85.71428571,,,
5335,Housewife_2,100,100,,,
5335,Housewife_8,100,100,,,
5335,Housewife_3,100,100,,,
5335,Housewife_6,100,100,,,
5335,Blue_collar_4,100,100,,,
5335,Blue_collar_5,100,100,,,
5335,Blue_collar_7,100,100,,,
5335,Blue_collar_10,100,100,,,
5335,Blue_collar_12,100,100,,,
5335,Blue_collar_13,100,100,,,
5335,Blue_collar_14,100,100,,,
5335,Housewife_11,100,100,,,
5335,Student_1,None,0,,,
5335,Student_9,None,0,,,
5335 ЦђБе,,,85.71428571,,,
5336,Housewife_2,100,100,,,
5336,Housewife_8,100,100,,,
5336,Housewife_3,100,100,,,
5336,Housewife_6,100,100,,,
5336,Blue_collar_4,100,100,,,
5336,Blue_collar_5,100,100,,,
5336,Blue_collar_7,100,100,,,
5336,Blue_collar_10,100,100,,,
5336,Blue_collar_12,100,100,,,
5336,Blue_collar_13,100,100,,,
5336,Blue_collar_14,100,100,,,
5336,Housewife_11,100,100,,,
5336,Student_1,None,0,,,
5336,Student_9,None,0,,,
5336 ЦђБе,,,85.71428571,,,
5337,Housewife_2,100,100,,,
5337,Housewife_8,100,100,,,
5337,Housewife_3,100,100,,,
5337,Housewife_6,100,100,,,
5337,Blue_collar_4,100,100,,,
5337,Blue_collar_5,100,100,,,
5337,Blue_collar_7,100,100,,,
5337,Blue_collar_10,100,100,,,
5337,Blue_collar_12,100,100,,,
5337,Blue_collar_13,100,100,,,
5337,Blue_collar_14,100,100,,,
5337,Housewife_11,100,100,,,
5337,Student_1,None,0,,,
5337,Student_9,None,0,,,
5337 ЦђБе,,,85.71428571,,,
5338,Housewife_2,100,100,,,
5338,Housewife_8,100,100,,,
5338,Housewife_3,100,100,,,
5338,Housewife_6,100,100,,,
5338,Blue_collar_4,100,100,,,
5338,Blue_collar_5,100,100,,,
5338,Blue_collar_7,100,100,,,
5338,Blue_collar_10,100,100,,,
5338,Blue_collar_12,100,100,,,
5338,Blue_collar_13,100,100,,,
5338,Blue_collar_14,100,100,,,
5338,Housewife_11,100,100,,,
5338,Student_1,None,0,,,
5338,Student_9,None,0,,,
5338 ЦђБе,,,85.71428571,,,
5339,Housewife_2,100,100,,,
5339,Housewife_8,100,100,,,
5339,Housewife_3,100,100,,,
5339,Housewife_6,100,100,,,
5339,Blue_collar_4,100,100,,,
5339,Blue_collar_5,100,100,,,
5339,Blue_collar_7,100,100,,,
5339,Blue_collar_10,100,100,,,
5339,Blue_collar_12,100,100,,,
5339,Blue_collar_13,100,100,,,
