time,name,trash,,,,
1228,Blue_collar_12,100,100,,,
1228,Blue_collar_13,100,100,,,
1228,Blue_collar_14,100,100,,,
1228,Housewife_11,100,100,,,
1228,Student_1,None,0,,,
1228,Student_9,None,0,,,
1228 ЦђБе,,,85.71428571,,,
1229,Housewife_2,100,100,,,
1229,Housewife_8,100,100,,,
1229,Housewife_3,100,100,,,
1229,Housewife_6,100,100,,,
1229,Blue_collar_4,100,100,,,
1229,Blue_collar_5,100,100,,,
1229,Blue_collar_7,100,100,,,
1229,Blue_collar_10,100,100,,,
1229,Blue_collar_12,100,100,,,
1229,Blue_collar_13,100,100,,,
1229,Blue_collar_14,100,100,,,
1229,Housewife_11,100,100,,,
1229,Student_1,None,0,,,
1229,Student_9,None,0,,,
1229 ЦђБе,,,85.71428571,,,
1230,Housewife_2,100,100,,,
1230,Housewife_8,100,100,,,
1230,Housewife_3,100,100,,,
1230,Housewife_6,100,100,,,
1230,Blue_collar_4,100,100,,,
1230,Blue_collar_5,100,100,,,
1230,Blue_collar_7,100,100,,,
1230,Blue_collar_10,100,100,,,
1230,Blue_collar_12,100,100,,,
1230,Blue_collar_13,100,100,,,
1230,Blue_collar_14,100,100,,,
1230,Housewife_11,100,100,,,
1230,Student_1,None,0,,,
1230,Student_9,None,0,,,
1230 ЦђБе,,,85.71428571,,,
1231,Housewife_2,100,100,,,
1231,Housewife_8,100,100,,,
1231,Housewife_3,100,100,,,
1231,Housewife_6,100,100,,,
1231,Blue_collar_4,100,100,,,
1231,Blue_collar_5,100,100,,,
1231,Blue_collar_7,100,100,,,
1231,Blue_collar_10,100,100,,,
1231,Blue_collar_12,100,100,,,
1231,Blue_collar_13,100,100,,,
1231,Blue_collar_14,100,100,,,
1231,Housewife_11,100,100,,,
1231,Student_1,None,0,,,
1231,Student_9,None,0,,,
1231 ЦђБе,,,85.71428571,,,
1232,Housewife_2,100,100,,,
1232,Housewife_8,100,100,,,
1232,Housewife_3,100,100,,,
1232,Housewife_6,100,100,,,
1232,Blue_collar_4,100,100,,,
1232,Blue_collar_5,100,100,,,
1232,Blue_collar_7,100,100,,,
1232,Blue_collar_10,100,100,,,
1232,Blue_collar_12,100,100,,,
1232,Blue_collar_13,100,100,,,
1232,Blue_collar_14,100,100,,,
1232,Housewife_11,100,100,,,
1232,Student_1,None,0,,,
1232,Student_9,None,0,,,
1232 ЦђБе,,,85.71428571,,,
1233,Housewife_2,100,100,,,
1233,Housewife_8,100,100,,,
1233,Housewife_3,100,100,,,
1233,Housewife_6,100,100,,,
1233,Blue_collar_4,100,100,,,
1233,Blue_collar_5,100,100,,,
1233,Blue_collar_7,100,100,,,
1233,Blue_collar_10,100,100,,,
1233,Blue_collar_12,100,100,,,
1233,Blue_collar_13,100,100,,,
1233,Blue_collar_14,100,100,,,
1233,Housewife_11,100,100,,,
1233,Student_1,None,0,,,
1233,Student_9,None,0,,,
1233 ЦђБе,,,85.71428571,,,
1234,Housewife_2,100,100,,,
1234,Housewife_8,100,100,,,
1234,Housewife_3,100,100,,,
1234,Housewife_6,100,100,,,
1234,Blue_collar_4,100,100,,,
1234,Blue_collar_5,100,100,,,
1234,Blue_collar_7,100,100,,,
1234,Blue_collar_10,100,100,,,
1234,Blue_collar_12,100,100,,,
1234,Blue_collar_13,100,100,,,
1234,Blue_collar_14,100,100,,,
1234,Housewife_11,100,100,,,
1234,Student_1,None,0,,,
1234,Student_9,None,0,,,
1234 ЦђБе,,,85.71428571,,,
1235,Housewife_2,100,100,,,
1235,Housewife_8,100,100,,,
1235,Housewife_3,100,100,,,
1235,Housewife_6,100,100,,,
1235,Blue_collar_4,100,100,,,
1235,Blue_collar_5,100,100,,,
1235,Blue_collar_7,100,100,,,
1235,Blue_collar_10,100,100,,,
1235,Blue_collar_12,100,100,,,
1235,Blue_collar_13,100,100,,,
1235,Blue_collar_14,100,100,,,
1235,Housewife_11,100,100,,,
1235,Student_1,None,0,,,
1235,Student_9,None,0,,,
1235 ЦђБе,,,85.71428571,,,
1236,Housewife_2,100,100,,,
1236,Housewife_8,100,100,,,
1236,Housewife_3,100,100,,,
1236,Housewife_6,100,100,,,
1236,Blue_collar_4,100,100,,,
1236,Blue_collar_5,100,100,,,
1236,Blue_collar_7,100,100,,,
1236,Blue_collar_10,100,100,,,
1236,Blue_collar_12,100,100,,,
1236,Blue_collar_13,100,100,,,
1236,Blue_collar_14,100,100,,,
1236,Housewife_11,100,100,,,
1236,Student_1,None,0,,,
1236,Student_9,None,0,,,
1236 ЦђБе,,,85.71428571,,,
1237,Housewife_2,100,100,,,
1237,Housewife_8,100,100,,,
1237,Housewife_3,100,100,,,
1237,Housewife_6,100,100,,,
1237,Blue_collar_4,100,100,,,
1237,Blue_collar_5,100,100,,,
1237,Blue_collar_7,100,100,,,
1237,Blue_collar_10,100,100,,,
1237,Blue_collar_12,100,100,,,
1237,Blue_collar_13,100,100,,,
1237,Blue_collar_14,100,100,,,
1237,Housewife_11,100,100,,,
1237,Student_1,None,0,,,
1237,Student_9,None,0,,,
1237 ЦђБе,,,85.71428571,,,
1238,Housewife_2,100,100,,,
1238,Housewife_8,100,100,,,
1238,Housewife_3,100,100,,,
1238,Housewife_6,100,100,,,
1238,Blue_collar_4,100,100,,,
1238,Blue_collar_5,100,100,,,
1238,Blue_collar_7,100,100,,,
1238,Blue_collar_10,100,100,,,
1238,Blue_collar_12,100,100,,,
1238,Blue_collar_13,100,100,,,
1238,Blue_collar_14,100,100,,,
1238,Housewife_11,100,100,,,
1238,Student_1,None,0,,,
1238,Student_9,None,0,,,
1238 ЦђБе,,,85.71428571,,,
1239,Housewife_2,100,100,,,
1239,Housewife_8,100,100,,,
1239,Housewife_3,100,100,,,
1239,Housewife_6,100,100,,,
1239,Blue_collar_4,100,100,,,
1239,Blue_collar_5,100,100,,,
1239,Blue_collar_7,100,100,,,
1239,Blue_collar_10,100,100,,,
1239,Blue_collar_12,100,100,,,
1239,Blue_collar_13,100,100,,,
1239,Blue_collar_14,100,100,,,
1239,Housewife_11,100,100,,,
1239,Student_1,None,0,,,
1239,Student_9,None,0,,,
1239 ЦђБе,,,85.71428571,,,
1240,Housewife_2,100,100,,,
1240,Housewife_8,100,100,,,
1240,Housewife_3,100,100,,,
1240,Housewife_6,100,100,,,
1240,Blue_collar_4,100,100,,,
1240,Blue_collar_5,100,100,,,
1240,Blue_collar_7,100,100,,,
1240,Blue_collar_10,100,100,,,
1240,Blue_collar_12,100,100,,,
1240,Blue_collar_13,100,100,,,
1240,Blue_collar_14,100,100,,,
1240,Housewife_11,100,100,,,
1240,Student_1,None,0,,,
1240,Student_9,None,0,,,
1240 ЦђБе,,,85.71428571,,,
1241,Housewife_2,100,100,,,
1241,Housewife_8,100,100,,,
1241,Housewife_3,100,100,,,
1241,Housewife_6,100,100,,,
1241,Blue_collar_4,100,100,,,
1241,Blue_collar_5,100,100,,,
1241,Blue_collar_7,100,100,,,
1241,Blue_collar_10,100,100,,,
1241,Blue_collar_12,100,100,,,
1241,Blue_collar_13,100,100,,,
1241,Blue_collar_14,100,100,,,
1241,Housewife_11,100,100,,,
1241,Student_1,None,0,,,
1241,Student_9,None,0,,,
1241 ЦђБе,,,85.71428571,,,
1242,Housewife_2,100,100,,,
1242,Housewife_8,100,100,,,
1242,Housewife_3,100,100,,,
1242,Housewife_6,100,100,,,
1242,Blue_collar_4,100,100,,,
1242,Blue_collar_5,100,100,,,
1242,Blue_collar_7,100,100,,,
1242,Blue_collar_10,100,100,,,
1242,Blue_collar_12,100,100,,,
1242,Blue_collar_13,100,100,,,
1242,Blue_collar_14,100,100,,,
1242,Housewife_11,100,100,,,
1242,Student_1,None,0,,,
1242,Student_9,None,0,,,
1242 ЦђБе,,,85.71428571,,,
1243,Housewife_2,100,100,,,
1243,Housewife_8,100,100,,,
1243,Housewife_3,100,100,,,
1243,Housewife_6,100,100,,,
1243,Blue_collar_4,100,100,,,
1243,Blue_collar_5,100,100,,,
1243,Blue_collar_7,100,100,,,
1243,Blue_collar_10,100,100,,,
1243,Blue_collar_12,100,100,,,
1243,Blue_collar_13,100,100,,,
1243,Blue_collar_14,100,100,,,
1243,Housewife_11,100,100,,,
1243,Student_1,None,0,,,
1243,Student_9,None,0,,,
1243 ЦђБе,,,85.71428571,,,
1244,Housewife_2,100,100,,,
1244,Housewife_8,100,100,,,
1244,Housewife_3,100,100,,,
1244,Housewife_6,100,100,,,
1244,Blue_collar_4,100,100,,,
1244,Blue_collar_5,100,100,,,
1244,Blue_collar_7,100,100,,,
1244,Blue_collar_10,100,100,,,
1244,Blue_collar_12,100,100,,,
1244,Blue_collar_13,100,100,,,
1244,Blue_collar_14,100,100,,,
1244,Housewife_11,100,100,,,
1244,Student_1,None,0,,,
1244,Student_9,None,0,,,
1244 ЦђБе,,,85.71428571,,,
1245,Housewife_2,100,100,,,
1245,Housewife_8,100,100,,,
1245,Housewife_3,100,100,,,
1245,Housewife_6,100,100,,,
1245,Blue_collar_4,100,100,,,
1245,Blue_collar_5,100,100,,,
1245,Blue_collar_7,100,100,,,
1245,Blue_collar_10,100,100,,,
1245,Blue_collar_12,100,100,,,
1245,Blue_collar_13,100,100,,,
1245,Blue_collar_14,100,100,,,
1245,Housewife_11,100,100,,,
1245,Student_1,None,0,,,
1245,Student_9,None,0,,,
1245 ЦђБе,,,85.71428571,,,
1246,Housewife_2,100,100,,,
1246,Housewife_8,100,100,,,
1246,Housewife_3,100,100,,,
1246,Housewife_6,100,100,,,
1246,Blue_collar_4,100,100,,,
1246,Blue_collar_5,100,100,,,
1246,Blue_collar_7,100,100,,,
1246,Blue_collar_10,100,100,,,
1246,Blue_collar_12,100,100,,,
1246,Blue_collar_13,100,100,,,
1246,Blue_collar_14,100,100,,,
1246,Housewife_11,100,100,,,
1246,Student_1,None,0,,,
1246,Student_9,None,0,,,
1246 ЦђБе,,,85.71428571,,,
1247,Housewife_2,100,100,,,
1247,Housewife_8,100,100,,,
1247,Housewife_3,100,100,,,
1247,Housewife_6,100,100,,,
1247,Blue_collar_4,100,100,,,
1247,Blue_collar_5,100,100,,,
1247,Blue_collar_7,100,100,,,
1247,Blue_collar_10,100,100,,,
1247,Blue_collar_12,100,100,,,
1247,Blue_collar_13,100,100,,,
1247,Blue_collar_14,100,100,,,
1247,Housewife_11,100,100,,,
1247,Student_1,None,0,,,
1247,Student_9,None,0,,,
1247 ЦђБе,,,85.71428571,,,
1248,Housewife_2,100,100,,,
1248,Housewife_8,100,100,,,
1248,Housewife_3,100,100,,,
1248,Housewife_6,100,100,,,
1248,Blue_collar_4,100,100,,,
1248,Blue_collar_5,100,100,,,
1248,Blue_collar_7,100,100,,,
1248,Blue_collar_10,100,100,,,
1248,Blue_collar_12,100,100,,,
1248,Blue_collar_13,100,100,,,
1248,Blue_collar_14,100,100,,,
1248,Housewife_11,100,100,,,
1248,Student_1,None,0,,,
1248,Student_9,None,0,,,
1248 ЦђБе,,,85.71428571,,,
1249,Housewife_2,100,100,,,
1249,Housewife_8,100,100,,,
1249,Housewife_3,100,100,,,
1249,Housewife_6,100,100,,,
1249,Blue_collar_4,100,100,,,
1249,Blue_collar_5,100,100,,,
1249,Blue_collar_7,100,100,,,
1249,Blue_collar_10,100,100,,,
1249,Blue_collar_12,100,100,,,
1249,Blue_collar_13,100,100,,,
1249,Blue_collar_14,100,100,,,
1249,Housewife_11,100,100,,,
1249,Student_1,None,0,,,
1249,Student_9,None,0,,,
1249 ЦђБе,,,85.71428571,,,
1250,Housewife_2,100,100,,,
1250,Housewife_8,100,100,,,
1250,Housewife_3,100,100,,,
1250,Housewife_6,100,100,,,
1250,Blue_collar_4,100,100,,,
1250,Blue_collar_5,100,100,,,
1250,Blue_collar_7,100,100,,,
1250,Blue_collar_10,100,100,,,
1250,Blue_collar_12,100,100,,,
1250,Blue_collar_13,100,100,,,
1250,Blue_collar_14,100,100,,,
1250,Housewife_11,100,100,,,
1250,Student_1,None,0,,,
1250,Student_9,None,0,,,
1250 ЦђБе,,,85.71428571,,,
1251,Housewife_2,100,100,,,
1251,Housewife_8,100,100,,,
1251,Housewife_3,100,100,,,
1251,Housewife_6,100,100,,,
1251,Blue_collar_4,100,100,,,
1251,Blue_collar_5,100,100,,,
1251,Blue_collar_7,100,100,,,
1251,Blue_collar_10,100,100,,,
1251,Blue_collar_12,100,100,,,
1251,Blue_collar_13,100,100,,,
1251,Blue_collar_14,100,100,,,
1251,Housewife_11,100,100,,,
1251,Student_1,None,0,,,
1251,Student_9,None,0,,,
1251 ЦђБе,,,85.71428571,,,
1252,Housewife_2,100,100,,,
1252,Housewife_8,100,100,,,
1252,Housewife_3,100,100,,,
1252,Housewife_6,100,100,,,
1252,Blue_collar_4,100,100,,,
1252,Blue_collar_5,100,100,,,
1252,Blue_collar_7,100,100,,,
1252,Blue_collar_10,100,100,,,
1252,Blue_collar_12,100,100,,,
1252,Blue_collar_13,100,100,,,
1252,Blue_collar_14,100,100,,,
1252,Housewife_11,100,100,,,
1252,Student_1,None,0,,,
1252,Student_9,None,0,,,
1252 ЦђБе,,,85.71428571,,,
1253,Housewife_2,100,100,,,
1253,Housewife_8,100,100,,,
1253,Housewife_3,100,100,,,
1253,Housewife_6,100,100,,,
1253,Blue_collar_4,100,100,,,
1253,Blue_collar_5,100,100,,,
1253,Blue_collar_7,100,100,,,
1253,Blue_collar_10,100,100,,,
1253,Blue_collar_12,100,100,,,
1253,Blue_collar_13,100,100,,,
1253,Blue_collar_14,100,100,,,
1253,Housewife_11,100,100,,,
1253,Student_1,None,0,,,
1253,Student_9,None,0,,,
1253 ЦђБе,,,85.71428571,,,
1254,Housewife_2,100,100,,,
1254,Housewife_8,100,100,,,
1254,Housewife_3,100,100,,,
1254,Housewife_6,100,100,,,
1254,Blue_collar_4,100,100,,,
1254,Blue_collar_5,100,100,,,
1254,Blue_collar_7,100,100,,,
1254,Blue_collar_10,100,100,,,
1254,Blue_collar_12,100,100,,,
1254,Blue_collar_13,100,100,,,
1254,Blue_collar_14,100,100,,,
1254,Housewife_11,100,100,,,
1254,Student_1,None,0,,,
1254,Student_9,None,0,,,
1254 ЦђБе,,,85.71428571,,,
1255,Housewife_2,100,100,,,
1255,Housewife_8,100,100,,,
1255,Housewife_3,100,100,,,
1255,Housewife_6,100,100,,,
1255,Blue_collar_4,100,100,,,
1255,Blue_collar_5,100,100,,,
1255,Blue_collar_7,100,100,,,
1255,Blue_collar_10,100,100,,,
1255,Blue_collar_12,100,100,,,
1255,Blue_collar_13,100,100,,,
1255,Blue_collar_14,100,100,,,
1255,Housewife_11,100,100,,,
1255,Student_1,None,0,,,
1255,Student_9,None,0,,,
1255 ЦђБе,,,85.71428571,,,
1256,Housewife_2,100,100,,,
1256,Housewife_8,100,100,,,
1256,Housewife_3,100,100,,,
1256,Housewife_6,100,100,,,
1256,Blue_collar_4,100,100,,,
1256,Blue_collar_5,100,100,,,
1256,Blue_collar_7,100,100,,,
1256,Blue_collar_10,100,100,,,
1256,Blue_collar_12,100,100,,,
1256,Blue_collar_13,100,100,,,
1256,Blue_collar_14,100,100,,,
1256,Housewife_11,100,100,,,
1256,Student_1,None,0,,,
1256,Student_9,None,0,,,
1256 ЦђБе,,,85.71428571,,,
1257,Housewife_2,100,100,,,
1257,Housewife_8,100,100,,,
1257,Housewife_3,100,100,,,
1257,Housewife_6,100,100,,,
1257,Blue_collar_4,100,100,,,
1257,Blue_collar_5,100,100,,,
1257,Blue_collar_7,100,100,,,
1257,Blue_collar_10,100,100,,,
1257,Blue_collar_12,100,100,,,
1257,Blue_collar_13,100,100,,,
1257,Blue_collar_14,100,100,,,
1257,Housewife_11,100,100,,,
1257,Student_1,None,0,,,
1257,Student_9,None,0,,,
1257 ЦђБе,,,85.71428571,,,
1258,Housewife_2,100,100,,,
1258,Housewife_8,100,100,,,
1258,Housewife_3,100,100,,,
1258,Housewife_6,100,100,,,
1258,Blue_collar_4,100,100,,,
1258,Blue_collar_5,100,100,,,
1258,Blue_collar_7,100,100,,,
1258,Blue_collar_10,100,100,,,
1258,Blue_collar_12,100,100,,,
1258,Blue_collar_13,100,100,,,
1258,Blue_collar_14,100,100,,,
1258,Housewife_11,100,100,,,
1258,Student_1,None,0,,,
1258,Student_9,None,0,,,
1258 ЦђБе,,,85.71428571,,,
1259,Housewife_2,100,100,,,
1259,Housewife_8,100,100,,,
1259,Housewife_3,100,100,,,
1259,Housewife_6,100,100,,,
1259,Blue_collar_4,100,100,,,
1259,Blue_collar_5,100,100,,,
1259,Blue_collar_7,100,100,,,
1259,Blue_collar_10,100,100,,,
1259,Blue_collar_12,100,100,,,
1259,Blue_collar_13,100,100,,,
1259,Blue_collar_14,100,100,,,
1259,Housewife_11,100,100,,,
1259,Student_1,None,0,,,
1259,Student_9,None,0,,,
1259 ЦђБе,,,85.71428571,,,
1260,Housewife_2,100,100,,,
1260,Housewife_8,100,100,,,
1260,Housewife_3,100,100,,,
1260,Housewife_6,100,100,,,
1260,Blue_collar_4,100,100,,,
1260,Blue_collar_5,100,100,,,
1260,Blue_collar_7,100,100,,,
1260,Blue_collar_10,100,100,,,
1260,Blue_collar_12,100,100,,,
1260,Blue_collar_13,100,100,,,
1260,Blue_collar_14,100,100,,,
1260,Housewife_11,100,100,,,
1260,Student_1,None,0,,,
1260,Student_9,None,0,,,
1260 ЦђБе,,,85.71428571,,,
1261,Housewife_2,100,100,,,
1261,Housewife_8,100,100,,,
1261,Housewife_3,100,100,,,
1261,Housewife_6,100,100,,,
1261,Blue_collar_4,100,100,,,
1261,Blue_collar_5,100,100,,,
1261,Blue_collar_7,100,100,,,
1261,Blue_collar_10,100,100,,,
1261,Blue_collar_12,100,100,,,
1261,Blue_collar_13,100,100,,,
1261,Blue_collar_14,100,100,,,
1261,Housewife_11,100,100,,,
1261,Student_1,None,0,,,
1261,Student_9,None,0,,,
1261 ЦђБе,,,85.71428571,,,
1262,Housewife_2,100,100,,,
1262,Housewife_8,100,100,,,
1262,Housewife_3,100,100,,,
1262,Housewife_6,100,100,,,
1262,Blue_collar_4,100,100,,,
1262,Blue_collar_5,100,100,,,
1262,Blue_collar_7,100,100,,,
1262,Blue_collar_10,100,100,,,
1262,Blue_collar_12,100,100,,,
1262,Blue_collar_13,100,100,,,
1262,Blue_collar_14,100,100,,,
1262,Housewife_11,100,100,,,
1262,Student_1,None,0,,,
1262,Student_9,None,0,,,
1262 ЦђБе,,,85.71428571,,,
1263,Housewife_2,100,100,,,
1263,Housewife_8,100,100,,,
1263,Housewife_3,100,100,,,
1263,Housewife_6,100,100,,,
1263,Blue_collar_4,100,100,,,
1263,Blue_collar_5,100,100,,,
1263,Blue_collar_7,100,100,,,
1263,Blue_collar_10,100,100,,,
1263,Blue_collar_12,100,100,,,
1263,Blue_collar_13,100,100,,,
1263,Blue_collar_14,100,100,,,
1263,Housewife_11,100,100,,,
1263,Student_1,None,0,,,
1263,Student_9,None,0,,,
1263 ЦђБе,,,85.71428571,,,
1264,Housewife_2,100,100,,,
1264,Housewife_8,100,100,,,
1264,Housewife_3,100,100,,,
1264,Housewife_6,100,100,,,
1264,Blue_collar_4,100,100,,,
1264,Blue_collar_5,100,100,,,
1264,Blue_collar_7,100,100,,,
1264,Blue_collar_10,100,100,,,
1264,Blue_collar_12,100,100,,,
1264,Blue_collar_13,100,100,,,
1264,Blue_collar_14,100,100,,,
1264,Housewife_11,100,100,,,
1264,Student_1,None,0,,,
1264,Student_9,None,0,,,
1264 ЦђБе,,,85.71428571,,,
1265,Housewife_2,100,100,,,
1265,Housewife_8,100,100,,,
1265,Housewife_3,100,100,,,
1265,Housewife_6,100,100,,,
1265,Blue_collar_4,100,100,,,
1265,Blue_collar_5,100,100,,,
1265,Blue_collar_7,100,100,,,
1265,Blue_collar_10,100,100,,,
1265,Blue_collar_12,100,100,,,
1265,Blue_collar_13,100,100,,,
1265,Blue_collar_14,100,100,,,
1265,Housewife_11,100,100,,,
1265,Student_1,None,0,,,
1265,Student_9,None,0,,,
1265 ЦђБе,,,85.71428571,,,
1266,Housewife_2,100,100,,,
1266,Housewife_8,100,100,,,
1266,Housewife_3,100,100,,,
1266,Housewife_6,100,100,,,
1266,Blue_collar_4,100,100,,,
1266,Blue_collar_5,100,100,,,
1266,Blue_collar_7,100,100,,,
1266,Blue_collar_10,100,100,,,
1266,Blue_collar_12,100,100,,,
1266,Blue_collar_13,100,100,,,
1266,Blue_collar_14,100,100,,,
1266,Housewife_11,100,100,,,
1266,Student_1,None,0,,,
1266,Student_9,None,0,,,
1266 ЦђБе,,,85.71428571,,,
1267,Housewife_2,100,100,,,
1267,Housewife_8,100,100,,,
1267,Housewife_3,100,100,,,
1267,Housewife_6,100,100,,,
1267,Blue_collar_4,100,100,,,
1267,Blue_collar_5,100,100,,,
1267,Blue_collar_7,100,100,,,
1267,Blue_collar_10,100,100,,,
1267,Blue_collar_12,100,100,,,
1267,Blue_collar_13,100,100,,,
1267,Blue_collar_14,100,100,,,
1267,Housewife_11,100,100,,,
1267,Student_1,None,0,,,
1267,Student_9,None,0,,,
1267 ЦђБе,,,85.71428571,,,
1268,Housewife_2,100,100,,,
1268,Housewife_8,100,100,,,
1268,Housewife_3,100,100,,,
1268,Housewife_6,100,100,,,
1268,Blue_collar_4,100,100,,,
1268,Blue_collar_5,100,100,,,
1268,Blue_collar_7,100,100,,,
1268,Blue_collar_10,100,100,,,
1268,Blue_collar_12,100,100,,,
1268,Blue_collar_13,100,100,,,
1268,Blue_collar_14,100,100,,,
1268,Housewife_11,100,100,,,
1268,Student_1,None,0,,,
1268,Student_9,None,0,,,
1268 ЦђБе,,,85.71428571,,,
1269,Housewife_2,100,100,,,
1269,Housewife_8,100,100,,,
1269,Housewife_3,100,100,,,
1269,Housewife_6,100,100,,,
1269,Blue_collar_4,100,100,,,
1269,Blue_collar_5,100,100,,,
1269,Blue_collar_7,100,100,,,
1269,Blue_collar_10,100,100,,,
1269,Blue_collar_12,100,100,,,
1269,Blue_collar_13,100,100,,,
1269,Blue_collar_14,100,100,,,
1269,Housewife_11,100,100,,,
1269,Student_1,None,0,,,
1269,Student_9,None,0,,,
1269 ЦђБе,,,85.71428571,,,
1270,Housewife_2,100,100,,,
1270,Housewife_8,100,100,,,
1270,Housewife_3,100,100,,,
1270,Housewife_6,100,100,,,
1270,Blue_collar_4,100,100,,,
1270,Blue_collar_5,100,100,,,
1270,Blue_collar_7,100,100,,,
1270,Blue_collar_10,100,100,,,
1270,Blue_collar_12,100,100,,,
1270,Blue_collar_13,100,100,,,
1270,Blue_collar_14,100,100,,,
1270,Housewife_11,100,100,,,
1270,Student_1,None,0,,,
1270,Student_9,None,0,,,
1270 ЦђБе,,,85.71428571,,,
1271,Housewife_2,100,100,,,
1271,Housewife_8,100,100,,,
1271,Housewife_3,100,100,,,
1271,Housewife_6,100,100,,,
1271,Blue_collar_4,100,100,,,
1271,Blue_collar_5,100,100,,,
1271,Blue_collar_7,100,100,,,
1271,Blue_collar_10,100,100,,,
1271,Blue_collar_12,100,100,,,
1271,Blue_collar_13,100,100,,,
1271,Blue_collar_14,100,100,,,
1271,Housewife_11,100,100,,,
1271,Student_1,None,0,,,
1271,Student_9,None,0,,,
1271 ЦђБе,,,85.71428571,,,
1272,Housewife_2,100,100,,,
1272,Housewife_8,100,100,,,
1272,Housewife_3,100,100,,,
1272,Housewife_6,100,100,,,
1272,Blue_collar_4,100,100,,,
1272,Blue_collar_5,100,100,,,
1272,Blue_collar_7,100,100,,,
1272,Blue_collar_10,100,100,,,
1272,Blue_collar_12,100,100,,,
1272,Blue_collar_13,100,100,,,
1272,Blue_collar_14,100,100,,,
1272,Housewife_11,100,100,,,
1272,Student_1,None,0,,,
1272,Student_9,None,0,,,
1272 ЦђБе,,,85.71428571,,,
1273,Housewife_2,100,100,,,
1273,Housewife_8,100,100,,,
1273,Housewife_3,100,100,,,
1273,Housewife_6,100,100,,,
1273,Blue_collar_4,100,100,,,
1273,Blue_collar_5,100,100,,,
1273,Blue_collar_7,100,100,,,
1273,Blue_collar_10,100,100,,,
1273,Blue_collar_12,100,100,,,
1273,Blue_collar_13,100,100,,,
1273,Blue_collar_14,100,100,,,
1273,Housewife_11,100,100,,,
1273,Student_1,None,0,,,
1273,Student_9,None,0,,,
1273 ЦђБе,,,85.71428571,,,
1274,Housewife_2,100,100,,,
1274,Housewife_8,100,100,,,
1274,Housewife_3,100,100,,,
1274,Housewife_6,100,100,,,
1274,Blue_collar_4,100,100,,,
1274,Blue_collar_5,100,100,,,
1274,Blue_collar_7,100,100,,,
1274,Blue_collar_10,100,100,,,
1274,Blue_collar_12,100,100,,,
1274,Blue_collar_13,100,100,,,
1274,Blue_collar_14,100,100,,,
1274,Housewife_11,100,100,,,
1274,Student_1,None,0,,,
1274,Student_9,None,0,,,
1274 ЦђБе,,,85.71428571,,,
1275,Housewife_2,100,100,,,
1275,Housewife_8,100,100,,,
1275,Housewife_3,100,100,,,
1275,Housewife_6,100,100,,,
1275,Blue_collar_4,100,100,,,
1275,Blue_collar_5,100,100,,,
1275,Blue_collar_7,100,100,,,
1275,Blue_collar_10,100,100,,,
1275,Blue_collar_12,100,100,,,
1275,Blue_collar_13,100,100,,,
1275,Blue_collar_14,100,100,,,
1275,Housewife_11,100,100,,,
1275,Student_1,None,0,,,
1275,Student_9,None,0,,,
1275 ЦђБе,,,85.71428571,,,
1276,Housewife_2,100,100,,,
1276,Housewife_8,100,100,,,
1276,Housewife_3,100,100,,,
1276,Housewife_6,100,100,,,
1276,Blue_collar_4,100,100,,,
1276,Blue_collar_5,100,100,,,
1276,Blue_collar_7,100,100,,,
1276,Blue_collar_10,100,100,,,
1276,Blue_collar_12,100,100,,,
1276,Blue_collar_13,100,100,,,
1276,Blue_collar_14,100,100,,,
1276,Housewife_11,100,100,,,
1276,Student_1,None,0,,,
1276,Student_9,None,0,,,
1276 ЦђБе,,,85.71428571,,,
1277,Housewife_2,100,100,,,
1277,Housewife_8,100,100,,,
1277,Housewife_3,100,100,,,
1277,Housewife_6,100,100,,,
1277,Blue_collar_4,100,100,,,
1277,Blue_collar_5,100,100,,,
1277,Blue_collar_7,100,100,,,
1277,Blue_collar_10,100,100,,,
1277,Blue_collar_12,100,100,,,
1277,Blue_collar_13,100,100,,,
1277,Blue_collar_14,100,100,,,
1277,Housewife_11,100,100,,,
1277,Student_1,None,0,,,
1277,Student_9,None,0,,,
1277 ЦђБе,,,85.71428571,,,
1278,Housewife_2,100,100,,,
1278,Housewife_8,100,100,,,
1278,Housewife_3,100,100,,,
1278,Housewife_6,100,100,,,
1278,Blue_collar_4,100,100,,,
1278,Blue_collar_5,100,100,,,
1278,Blue_collar_7,100,100,,,
1278,Blue_collar_10,100,100,,,
1278,Blue_collar_12,100,100,,,
1278,Blue_collar_13,100,100,,,
1278,Blue_collar_14,100,100,,,
1278,Housewife_11,100,100,,,
1278,Student_1,None,0,,,
1278,Student_9,None,0,,,
1278 ЦђБе,,,85.71428571,,,
1279,Housewife_2,100,100,,,
1279,Housewife_8,100,100,,,
1279,Housewife_3,100,100,,,
1279,Housewife_6,100,100,,,
1279,Blue_collar_4,100,100,,,
1279,Blue_collar_5,100,100,,,
1279,Blue_collar_7,100,100,,,
1279,Blue_collar_10,100,100,,,
1279,Blue_collar_12,100,100,,,
1279,Blue_collar_13,100,100,,,
1279,Blue_collar_14,100,100,,,
1279,Housewife_11,100,100,,,
1279,Student_1,None,0,,,
1279,Student_9,None,0,,,
1279 ЦђБе,,,85.71428571,,,
1280,Housewife_2,100,100,,,
1280,Housewife_8,100,100,,,
1280,Housewife_3,100,100,,,
1280,Housewife_6,100,100,,,
1280,Blue_collar_4,100,100,,,
1280,Blue_collar_5,100,100,,,
1280,Blue_collar_7,100,100,,,
1280,Blue_collar_10,100,100,,,
